SN name,oid,id,ra,dec,Main identifier,z gal,galdim_majaxis,otype,label,description,otypes,zcmb SN,zhelcmb SN,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra SN,dec SN,biascor
"sn2004s",16634930,"AT 2020spq",101.44020833333333,-31.234900000000003,"ATLAS 20zbm",0.013,,"SN?","Supernova_Candidate","SuperNova Candidate","SN?|ev",0.010291,0.00937,0,14.157498,0.173593,-0.117402,0.082511,0.022258,0.024846,9.708903,0.280891,53040.308109,0.290845,-4.83E-4,6.65E-4,-3.48E-4,3,101.43125,-31.23125,-0.00843
"sn2004s",16634930,"AT 2020spq",101.44020833333333,-31.234900000000003,"ATLAS 20zbm",0.013,,"SN?",,"SuperNova Candidate","SN?|ev",0.010291,0.00937,0,14.157498,0.173593,-0.117402,0.082511,0.022258,0.024846,9.708903,0.280891,53040.308109,0.290845,-4.83E-4,6.65E-4,-3.48E-4,3,101.43125,-31.23125,-0.00843
"sn2004s",16634930,"ATLAS 20zbm",101.44020833333333,-31.234900000000003,"ATLAS 20zbm",0.013,,"SN?","Supernova_Candidate","SuperNova Candidate","SN?|ev",0.010291,0.00937,0,14.157498,0.173593,-0.117402,0.082511,0.022258,0.024846,9.708903,0.280891,53040.308109,0.290845,-4.83E-4,6.65E-4,-3.48E-4,3,101.43125,-31.23125,-0.00843
"sn2004s",16634930,"ATLAS 20zbm",101.44020833333333,-31.234900000000003,"ATLAS 20zbm",0.013,,"SN?",,"SuperNova Candidate","SN?|ev",0.010291,0.00937,0,14.157498,0.173593,-0.117402,0.082511,0.022258,0.024846,9.708903,0.280891,53040.308109,0.290845,-4.83E-4,6.65E-4,-3.48E-4,3,101.43125,-31.23125,-0.00843
"sn1997do",440013,"2MASX J07264270+4705382",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"Gaia EDR3 976172403399130368",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"IRAS 07230+4711",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"IRAS F07230+4711",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"KUG 0723+471",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"LEDA   21020",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"MCG+08-14-016",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"PSCz Q07230+4711",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"UGC  3845",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"UZC J072642.7+470540",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"Z 0723.0+4712",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn1997do",440013,"Z 235-15",111.67796498124,47.09410154219,"UGC  3845",0.010117,0.693,"G","Galaxy","Galaxy","*|G|IR",0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.597803,0.115604,0.003521,9.89E-4,0.001322,3,111.677083,47.093333,-0.008434
"sn2005al",2208076,"2MASX J13500146-3034426",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"6dFGS gJ135001.5-303443",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"ESO 445-52",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"ESO-LV 445-0520",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"FLASH J135001.65-303441.6",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"Gaia EDR3 6175141082964644608",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"LEDA   49090",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"MCG-05-33-022",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"NGC  5304",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"NVSS J135001-303441",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"SGC 134710-3019.8",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"[CHM2007] HDC  821 J135001.46-3034426",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"[CHM2007] LDC  996 J135001.46-3034426",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"[FWB89] Galaxy 352",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"[R84] A1-491",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"[R84] I-19",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2005al",2208076,"[WFC91] ACO 3574  60",207.50626356401,-30.57840454652,"NGC  5304",0.012399,0.963,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiC|GiG|Rad",0.012317,0.0124,0,14.875843,0.16145,-1.180547,0.028436,-0.091481,0.018963,10.691509,0.280891,53430.552176,0.081061,-1.02E-4,2.73E-4,-1.7E-4,3,207.501373,-30.576166,-0.008477
"sn2001ep",748479,"2MASX J04565963-0445246",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"6dFGS gJ045659.6-044525",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"Gaia DR2 3212524216152266368",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"Gaia EDR3 3212524216152983424",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"IRAS F04545-0449",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"LEDA   16390",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"MCG-01-13-039",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"NGC  1699",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"SDSS J045659.63-044524.7",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"[CHM2007] HDC  329 J045659.63-0445246",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn2001ep",748479,"[CHM2007] LDC  351 J045659.63-0445246",74.24851111959,-4.7568539767099995,"NGC  1699",0.013098108311856205,0.72,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.061144,0.08336,9.5E-5,4.13E-4,-4.0E-5,3,74.25145,-4.76112,-0.008512
"sn1999dq",1496044,"2MASX J02340001+2058364",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"Gaia EDR3 88225328410084096",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"IRAS 02311+2045",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"IRAS F02311+2045",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"ISOSS J02340+2058",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"LEDA    9776",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"MCG+03-07-027",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"NGC   976",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"PSCz Q02311+2045",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"QDOT B0231105+204527",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"SDSS J023400.02+205836.3",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"UGC  2042",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"UZC J023400.0+205836",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"Z 0231.2+2045",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"Z 462-27",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"[BTW2003] J0234+2056",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"[CHM2007] HDC  154 J023400.01+2058364",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"[CHM2007] LDC  168 J023400.01+2058364",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"[M98c] 023110.1+204528",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn1999dq",1496044,"[SLK2004] 318",38.50015860403,20.976747665440005,"NGC   976",0.014430689603828428,0.99,"GiG","GtowardsGroup","Galaxy towards a Group of Galaxies","*|G|GiG|IR",0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.128217,0.038129,-5.0E-5,5.34E-4,-1.24E-4,3,38.498667,20.975111,-0.00852
"sn2002ha",2662716,"2MASX J20471908+0019150",311.82943758714,0.32080892684,"NGC  6962",0.01401,1.153,"LIN","LINER","LINER-type Active Galaxy Nucleus","*|AGN|G|GiG|GiP|IR|LIN",0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.355367,0.105603,3.17E-4,4.39E-4,1.0E-5,3,311.82747,0.3126,-0.008525
"sn2002ha",2662716,"Gaia DR2 4228387537613702656",311.82943758714,0.32080892684,"NGC  6962",0.01401,1.153,"LIN","LINER","LINER-type Active Galaxy Nucleus","*|AGN|G|GiG|GiP|IR|LIN",0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.355367,0.105603,3.17E-4,4.39E-4,1.0E-5,3,311.82747,0.3126,-0.008525
"sn2002ha",2662716,"Gaia EDR3 4228387537613702656",311.82943758714,0.32080892684,"NGC  6962",0.01401,1.153,"LIN","LINER","LINER-type Active Galaxy Nucleus","*|AGN|G|GiG|GiP|IR|LIN",0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.355367,0.105603,3.17E-4,4.39E-4,1.0E-5,3,311.82747,0.3126,-0.008525
"sn2002ha",2662716,"IRAS F20447+0008",311.82943758714,0.32080892684,"NGC  6962",0.01401,1.153,"LIN","LINER","LINER-type Active Galaxy Nucleus","*|AGN|G|GiG|GiP|IR|LIN",0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.355367,0.105603,3.17E-4,4.39E-4,1.0E-5,3,311.82747,0.3126,-0.008525
